"Date","Price","Open","High","Low","Vol.","Change %"
"10/17/2019","109.70","111.35","112.50","109.55","0.20K","-0.72%"
"10/16/2019","110.50","111.70","111.70","109.40","0.20K","-1.73%"
"10/15/2019","112.45","112.40","113.00","111.55","0.20K","-0.49%"
"10/14/2019","113.00","111.95","113.30","110.50","0.32K","1.07%"
"10/11/2019","111.80","111.35","112.00","109.75","0.34K","0.22%"
"10/10/2019","111.55","113.70","114.05","110.85","0.45K","-1.33%"
"10/09/2019","113.05","114.35","114.85","113.10","0.25K","-0.31%"
"10/08/2019","113.40","115.50","116.50","113.55","0.40K","-1.82%"
"10/07/2019","115.50","117.85","118.00","115.20","0.40K","-1.62%"
"10/04/2019","117.40","121.80","122.05","117.10","0.35K","-3.06%"
"10/03/2019","121.10","118.90","121.95","117.80","0.27K","2.06%"
"10/02/2019","118.65","118.80","120.60","118.80","0.09K","-0.84%"
"10/01/2019","119.65","120.25","120.25","118.15","0.25K","0.21%"
"09/30/2019","119.40","119.00","120.50","117.60","0.39K","0.29%"
"09/27/2019","119.05","119.00","120.10","118.90","0.30K","0.04%"
"09/26/2019","119.00","119.40","121.30","118.65","0.33K","-0.34%"
"09/25/2019","119.40","117.75","120.50","116.25","1.07K","0.76%"
"09/24/2019","118.50","118.05","119.30","117.50","0.16K","-0.34%"
"09/23/2019","118.90","117.50","120.00","117.50","0.18K","3.84%"
"09/20/2019","114.50","114.50","114.50","114.50","","0.04%"
"09/19/2019","114.45","114.45","114.45","114.45","","-2.18%"
"09/18/2019","117.00","117.00","117.00","117.00","","0.00%"
"09/17/2019","117.00","117.00","117.00","117.00","","-4.29%"
"09/16/2019","122.25","122.25","122.25","122.25","","1.41%"
"09/13/2019","120.55","120.55","120.55","120.55","","-0.90%"
"09/12/2019","121.65","121.65","121.65","121.65","","0.21%"
"09/11/2019","121.40","121.40","121.40","121.40","","2.02%"
"09/10/2019","119.00","119.00","119.00","119.00","","3.88%"
"09/09/2019","114.55","112.00","115.35","112.00","0.08K","1.33%"
"09/06/2019","113.05","113.05","113.05","113.05","","1.98%"
"09/05/2019","110.85","110.85","110.85","110.85","","-1.42%"
"09/04/2019","112.45","112.45","112.45","112.45","","1.26%"
"09/03/2019","111.05","111.05","111.05","111.05","","-1.46%"
"09/02/2019","112.70","112.70","112.70","112.70","","0.00%"
"08/30/2019","112.70","111.00","113.50","110.50","0.05K","2.04%"
"08/29/2019","110.45","114.00","114.10","110.50","0.01K","-2.69%"
"08/28/2019","113.50","112.70","113.30","111.05","0.15K","0.49%"
"08/27/2019","112.95","112.25","112.70","111.65","0.16K","-0.40%"
"08/26/2019","113.40","110.80","113.45","110.80","0.08K","1.84%"
"08/23/2019","111.35","113.70","113.70","110.70","0.07K","-1.07%"
"08/22/2019","112.55","112.00","113.05","111.80","0.02K","0.76%"
"08/21/2019","111.70","112.25","112.50","111.40","0.01K","1.68%"
"08/20/2019","109.85","109.50","111.00","108.55","0.07K","0.37%"
"08/19/2019","109.45","111.25","112.50","110.15","0.48K","-1.22%"
"08/16/2019","110.80","112.00","112.25","112.00","0.01K","-1.99%"
"08/15/2019","113.05","114.00","114.00","114.00","0.00K","0.13%"
"08/14/2019","112.90","114.20","114.35","113.90","0.01K","-2.17%"
"08/13/2019","115.40","113.30","115.65","113.20","0.01K","3.08%"
"08/12/2019","111.95","115.90","115.90","112.90","0.13K","-4.03%"
"08/09/2019","116.65","118.00","118.00","117.40","0.01K","-0.13%"
"08/08/2019","116.80","117.40","118.20","116.20","0.03K","0.56%"
"08/07/2019","116.15","116.70","118.00","116.00","0.03K","-0.17%"
"08/06/2019","116.35","115.30","117.15","115.30","0.05K","1.62%"
"08/05/2019","114.50","118.65","118.70","114.10","0.17K","-2.64%"
"08/02/2019","117.60","116.85","119.35","116.00","0.04K","1.03%"
"08/01/2019","116.40","119.30","119.30","117.80","0.03K","-2.63%"
"07/31/2019","119.55","121.45","121.50","119.40","0.04K","-0.71%"
"07/30/2019","120.40","123.35","123.35","120.05","0.14K","-1.79%"
"07/29/2019","122.60","121.00","124.00","120.10","0.06K","1.53%"
"07/26/2019","120.75","122.00","124.00","120.70","0.13K","-2.07%"
"07/25/2019","123.30","123.00","123.00","121.55","0.05K","-0.36%"
"07/24/2019","123.75","124.25","125.00","121.70","0.05K","2.74%"
"07/23/2019","120.45","120.45","120.45","120.45","","-2.86%"
"07/22/2019","124.00","124.00","124.00","124.00","","-2.21%"
"07/19/2019","126.80","126.80","126.80","126.80","","-1.32%"
"07/18/2019","128.50","128.50","128.50","128.50","","1.26%"
"07/17/2019","126.90","126.90","126.90","126.90","","1.97%"
"07/16/2019","124.45","124.45","124.45","124.45","","-4.75%"
"07/15/2019","130.65","130.65","130.65","130.65","","3.77%"
"07/12/2019","125.90","125.90","125.90","125.90","","-0.32%"
"07/11/2019","126.30","126.30","126.30","126.30","","1.20%"
"07/10/2019","124.80","128.80","128.80","128.80","0.00K","-0.44%"
"07/08/2019","125.35","128.60","128.60","127.00","0.06K","-4.71%"
"07/05/2019","131.55","131.55","131.55","131.55","","-2.74%"
"07/04/2019","135.25","135.25","135.25","135.25","","0.00%"
"07/03/2019","135.25","135.25","135.25","135.25","","4.08%"
"07/02/2019","129.95","129.95","129.95","129.95","","-1.89%"
"07/01/2019","132.45","129.00","129.00","129.00","0.01K","1.92%"
"06/28/2019","129.95","129.00","129.00","127.75","0.05K","2.81%"
"06/27/2019","126.40","126.40","126.40","126.40","","0.68%"
"06/26/2019","125.55","125.55","125.55","125.55","","-1.61%"
"06/25/2019","127.60","127.60","127.60","127.60","","4.85%"
"06/24/2019","121.70","121.70","121.70","121.70","","2.44%"
"06/21/2019","118.80","116.45","116.45","116.45","0.00K","4.12%"
"06/19/2019","114.10","114.10","114.10","114.10","","2.33%"
"06/18/2019","111.50","111.50","111.50","111.50","","-2.02%"
"06/17/2019","113.80","113.80","113.80","113.80","","0.04%"
"06/14/2019","113.75","113.75","113.75","113.75","","-1.56%"
"06/13/2019","115.55","114.25","114.25","114.25","0.00K","-1.91%"
"06/12/2019","117.80","117.80","117.80","117.80","","2.35%"
"06/11/2019","115.10","115.10","115.10","115.10","","-1.79%"
"06/10/2019","117.20","117.20","117.20","117.20","","-2.58%"
"06/07/2019","120.30","120.30","120.30","120.30","","-1.19%"
"06/06/2019","121.75","121.75","121.75","121.75","","3.31%"
"06/05/2019","117.85","117.85","117.85","117.85","","-6.84%"
"06/04/2019","126.50","126.50","126.50","126.50","","2.02%"
"06/03/2019","124.00","124.00","124.00","124.00","","-0.88%"
"05/31/2019","125.10","125.10","125.10","125.10","","2.46%"
"05/30/2019","122.10","120.00","120.70","120.00","0.01K","3.17%"
"05/29/2019","118.35","118.35","118.35","118.35","","4.00%"
"05/28/2019","113.80","113.80","113.80","113.80","","3.31%"
"05/27/2019","110.15","110.00","110.00","110.00","0.00K","0.00%"
"05/24/2019","110.15","109.25","110.00","109.25","0.01K","3.67%"
"05/23/2019","106.25","106.25","106.25","106.25","","2.11%"
"05/22/2019","104.05","104.05","104.05","104.05","","-1.37%"
"05/21/2019","105.50","102.00","102.00","102.00","0.03K","3.74%"
"05/20/2019","101.70","101.70","101.70","101.70","","1.19%"
"05/17/2019","100.50","100.50","100.50","100.50","","-3.37%"
"05/16/2019","104.00","104.00","104.00","104.00","","0.14%"
"05/15/2019","103.85","103.85","103.85","103.85","","0.44%"
"05/14/2019","103.40","103.40","103.40","103.40","0.00K","1.67%"
"05/13/2019","101.70","101.70","101.70","101.70","","-1.55%"
"05/10/2019","103.30","103.35","103.70","103.35","0.13K","-0.05%"
"05/09/2019","103.35","103.35","103.35","103.35","","3.04%"
"05/08/2019","100.30","100.30","100.30","100.30","","0.75%"
"05/07/2019","99.55","99.55","99.55","99.55","","-2.78%"
"05/06/2019","102.40","103.00","103.00","102.00","0.13K","-0.58%"
"05/03/2019","103.00","103.00","103.00","103.00","0.01K","-1.25%"
"05/02/2019","104.30","104.30","104.30","104.30","","-1.97%"
"04/30/2019","106.40","104.00","105.55","103.70","0.04K","0.61%"
"04/29/2019","105.75","106.75","106.75","103.65","0.13K","-1.67%"
"04/26/2019","107.55","106.25","106.55","104.80","0.08K","0.80%"
"04/25/2019","106.70","104.20","106.40","104.20","0.19K","2.01%"
"04/24/2019","104.60","105.00","105.00","104.00","0.01K","-1.32%"
"04/23/2019","106.00","105.00","105.60","105.00","0.00K","0.52%"
"04/22/2019","105.45","106.00","106.50","106.00","0.03K","1.15%"
"04/18/2019","104.25","101.10","105.00","101.00","0.02K","4.15%"
"04/17/2019","100.10","104.50","104.50","101.00","0.03K","-4.35%"
"04/16/2019","104.65","105.70","105.70","104.35","0.03K","-1.13%"
"04/15/2019","105.85","105.05","105.50","105.05","0.01K","1.24%"
"04/12/2019","104.55","105.50","105.60","105.00","0.02K","0.19%"
"04/11/2019","104.35","109.00","109.00","107.60","0.01K","-4.83%"
"04/10/2019","109.65","108.50","109.75","108.50","0.02K","0.73%"
"04/09/2019","108.85","108.60","109.75","108.50","0.08K","0.88%"
"04/08/2019","107.90","108.00","108.00","107.50","0.00K","-0.32%"
"04/05/2019","108.25","110.65","110.65","108.00","0.03K","-2.52%"
"04/04/2019","111.05","110.50","111.35","110.50","0.02K","-0.05%"
"04/03/2019","111.10","108.10","109.80","108.10","0.05K","4.61%"
"04/02/2019","106.20","107.30","107.30","106.30","0.04K","-0.56%"
"04/01/2019","106.80","106.80","106.80","106.80","","-2.86%"
"03/29/2019","109.95","110.25","110.25","110.00","0.00K","0.59%"
"03/28/2019","109.30","109.50","109.50","109.10","0.01K","0.18%"
"03/27/2019","109.10","110.50","110.50","109.15","0.00K","-1.80%"
"03/26/2019","111.10","111.10","111.10","111.10","","1.32%"
"03/25/2019","109.65","109.65","109.65","109.65","0.06K","0.41%"
"03/22/2019","109.20","109.20","109.20","109.20","","-2.41%"
"03/21/2019","111.90","111.90","111.90","111.90","","4.92%"
"03/20/2019","106.65","106.65","106.65","106.65","","-2.25%"
"03/19/2019","109.10","109.10","109.10","109.10","","-0.23%"
"03/18/2019","109.35","109.35","109.35","109.35","","-1.09%"
"03/15/2019","110.55","110.55","110.55","110.55","","0.73%"
"03/14/2019","109.75","109.75","109.75","109.75","","-0.59%"
"03/13/2019","110.40","110.40","110.40","110.40","","2.03%"
"03/12/2019","108.20","108.20","108.20","108.20","","-1.46%"
"03/11/2019","109.80","111.00","111.00","111.00","0.03K","-1.52%"
"03/08/2019","111.50","111.50","111.50","111.50","","2.01%"
"03/07/2019","109.30","109.30","109.30","109.30","0.03K","-2.19%"
"03/06/2019","111.75","111.75","111.75","111.75","","-1.67%"
"03/01/2019","113.65","113.65","113.65","113.65","0.06K","2.07%"
"02/28/2019","111.35","111.05","111.10","110.80","0.26K","-0.58%"
"02/27/2019","112.00","112.80","113.00","112.50","0.11K","2.61%"
"02/26/2019","109.15","109.70","109.70","109.70","0.13K","-2.98%"
"02/25/2019","112.50","112.50","112.50","112.50","0.06K","-0.04%"
"02/22/2019","112.55","112.70","112.90","112.70","0.19K","-0.35%"
"02/21/2019","112.95","111.85","112.45","111.80","0.15K","-1.78%"
"02/20/2019","115.00","113.90","113.90","113.90","0.19K","0.17%"
"02/19/2019","114.80","114.75","114.90","114.00","0.40K","0.22%"
"02/18/2019","114.55","114.80","114.80","114.80","0.03K","-0.39%"
"02/15/2019","115.00","116.50","117.00","115.60","0.13K","0.13%"
"02/14/2019","114.85","116.05","116.95","114.50","0.41K","-2.83%"
"02/13/2019","118.20","119.85","119.85","117.00","0.21K","-1.70%"
"02/12/2019","120.25","119.70","120.75","119.70","0.05K","0.12%"
"02/11/2019","120.10","123.10","123.10","119.50","0.20K","-2.08%"
"02/08/2019","122.65","124.90","125.50","122.90","0.19K","-1.80%"
"02/07/2019","124.90","125.85","126.20","124.65","0.34K","-1.26%"
"02/06/2019","126.50","125.55","127.00","125.20","0.15K","0.44%"
"02/05/2019","125.95","127.30","127.30","125.40","0.10K","-0.79%"
"02/04/2019","126.95","124.50","127.50","124.10","0.19K","1.72%"
"02/01/2019","124.80","127.50","128.50","124.70","0.37K","-2.27%"
"01/31/2019","127.70","123.50","127.60","123.50","0.25K","4.12%"
"01/30/2019","122.65","123.75","124.10","122.50","0.37K","-0.28%"
"01/29/2019","123.00","123.00","124.50","123.00","0.38K","-0.20%"
"01/28/2019","123.25","127.50","127.50","122.75","0.34K","-3.22%"
"01/24/2019","127.35","125.10","127.50","125.00","0.34K","1.80%"
"01/23/2019","125.10","124.70","126.10","123.60","0.39K","0.20%"
"01/22/2019","124.85","126.60","128.30","124.80","0.12K","-1.65%"
"01/21/2019","126.95","126.50","126.50","125.90","0.00K","0.00%"
"01/18/2019","126.95","125.00","127.90","124.60","0.26K","2.17%"
"01/17/2019","124.25","123.95","124.90","123.15","0.22K","-0.36%"
"01/16/2019","124.70","121.80","124.60","121.60","0.34K","1.71%"
"01/15/2019","122.60","123.95","124.60","122.00","0.24K","-1.53%"
"01/14/2019","124.50","124.95","125.50","123.25","0.33K","-1.35%"
"01/11/2019","126.20","127.30","127.30","124.60","0.18K","-0.59%"
"01/10/2019","126.95","127.60","128.45","126.00","0.25K","-0.63%"
"01/09/2019","127.75","128.45","129.90","126.85","0.26K","0.27%"
"01/08/2019","127.40","125.00","128.75","125.00","0.33K","2.45%"
"01/07/2019","124.35","123.50","125.00","123.50","0.25K","0.12%"
"01/04/2019","124.20","124.00","125.40","122.35","0.37K","-0.60%"
"01/03/2019","124.95","121.25","125.45","121.25","0.27K","2.88%"
"01/02/2019","121.45","122.25","124.80","121.60","0.18K","-0.57%"
"12/28/2018","122.15","124.05","124.20","122.50","0.15K","-0.85%"
"12/27/2018","123.20","125.80","125.85","123.40","0.16K","-1.91%"
"12/26/2018","125.60","122.00","125.55","121.60","0.29K","3.16%"
"12/21/2018","121.75","123.50","123.50","121.65","0.13K","-1.77%"
"12/20/2018","123.95","122.45","124.60","122.30","0.23K","0.98%"
"12/19/2018","122.75","120.50","123.00","120.25","0.48K","11.95%"
"12/18/2018","109.65","109.65","109.65","109.65","","-0.41%"
"12/17/2018","110.10","110.10","110.10","110.10","","-2.61%"
"12/14/2018","113.05","113.05","113.05","113.05","","-2.12%"
"12/13/2018","115.50","115.50","115.50","115.50","","1.23%"
"12/12/2018","114.10","114.10","114.10","114.10","","0.09%"
"12/11/2018","114.00","120.20","120.20","120.20","0.01K","-3.14%"
"12/10/2018","117.70","117.70","117.70","117.70","","1.90%"
"12/07/2018","115.50","115.50","115.50","115.50","","-2.08%"
"12/06/2018","117.95","117.95","117.95","117.95","","-0.34%"
"12/05/2018","118.35","118.35","118.35","118.35","","-1.05%"
"12/04/2018","119.60","123.00","123.00","123.00","0.09K","-1.77%"
"12/03/2018","121.75","125.15","125.15","122.90","0.05K","0.29%"
"11/30/2018","121.40","126.15","128.25","121.65","0.08K","-3.57%"
"11/29/2018","125.90","129.05","129.50","126.65","0.03K","-1.64%"
"11/28/2018","128.00","128.50","128.50","128.00","0.01K","0.63%"
"11/27/2018","127.20","125.50","129.00","125.50","0.06K","2.66%"
"11/26/2018","123.90","125.15","126.10","123.20","0.05K","-1.43%"
"11/23/2018","125.70","127.00","127.00","125.60","0.08K","-2.18%"
"11/22/2018","128.50","129.40","129.40","127.90","0.44K","0.00%"
"11/21/2018","128.50","132.50","132.50","129.05","0.40K","-1.87%"
"11/19/2018","130.95","132.80","132.80","128.70","0.04K","-0.27%"
"11/16/2018","131.30","129.00","131.75","129.00","0.04K","0.00%"
"11/14/2018","131.30","127.15","131.40","126.75","0.17K","3.39%"
"11/13/2018","127.00","128.95","128.95","125.95","0.11K","-1.63%"
"11/12/2018","129.10","132.00","132.70","129.00","0.18K","-3.66%"
"11/09/2018","134.00","135.70","136.35","134.00","0.06K","-2.47%"
"11/08/2018","137.40","135.05","138.20","135.00","0.26K","1.03%"
"11/07/2018","136.00","135.05","136.20","134.00","0.14K","1.64%"
"11/06/2018","133.80","137.80","137.80","133.50","0.32K","-2.37%"
"11/05/2018","137.05","138.00","139.60","136.50","0.33K","-0.65%"
"11/01/2018","137.95","132.40","138.75","132.00","0.30K","3.92%"
"10/31/2018","132.75","132.80","133.35","130.60","0.15K","0.26%"
"10/30/2018","132.40","135.50","136.00","131.45","0.24K","-1.63%"
"10/29/2018","134.60","143.20","144.80","134.20","0.38K","-4.67%"
"10/26/2018","141.20","142.75","144.70","141.00","1.45K","-1.40%"
"10/25/2018","143.20","141.75","145.00","141.70","0.11K","0.85%"
"10/24/2018","142.00","142.55","146.70","141.80","0.22K","-0.87%"
"10/23/2018","143.25","138.10","143.00","137.20","0.40K","3.32%"
"10/22/2018","138.65","142.85","143.40","137.70","0.40K","-4.05%"
"10/19/2018","144.50","143.30","148.45","142.65","0.43K","0.73%"
"10/18/2018","143.45","143.75","145.00","143.05","0.14K","-0.38%"
"10/17/2018","144.00","138.25","144.80","137.60","0.30K","4.39%"
"10/16/2018","137.95","139.75","140.70","137.45","0.31K","-1.22%"
"10/15/2018","139.65","133.00","140.10","133.00","0.94K","6.16%"
"10/11/2018","131.55","130.40","133.15","129.55","0.18K","1.04%"
"10/10/2018","130.20","132.95","132.95","129.60","0.24K","-1.25%"
"10/09/2018","131.85","130.65","132.55","129.75","0.49K","0.73%"
"10/08/2018","130.90","126.90","131.75","126.90","0.65K","2.99%"
"10/05/2018","127.10","124.50","127.50","124.50","0.24K","1.72%"
"10/04/2018","124.95","123.85","127.00","123.55","0.24K","0.40%"
"10/03/2018","124.45","124.80","129.00","124.20","0.42K","-0.24%"
"10/02/2018","124.75","118.00","125.55","117.90","0.61K","5.59%"
"10/01/2018","118.15","117.65","119.55","117.60","0.24K","-0.17%"
"09/28/2018","118.35","114.85","119.70","114.10","0.54K","3.05%"
"09/27/2018","114.85","113.25","115.00","112.00","0.19K","1.32%"
"09/26/2018","113.35","112.70","113.90","111.50","0.13K","1.21%"
"09/25/2018","112.00","113.25","113.30","111.40","0.29K","-1.67%"
"09/24/2018","113.90","114.05","115.30","113.25","0.20K","-1.51%"
"09/21/2018","115.65","114.80","116.00","113.50","0.15K","-8.58%"
"09/20/2018","126.50","126.50","126.50","126.50","","3.65%"
"09/19/2018","122.05","122.05","122.05","122.05","","1.08%"
"09/18/2018","120.75","120.75","120.75","120.75","","-1.59%"
"09/17/2018","122.70","122.70","122.70","122.70","","-2.11%"
"09/14/2018","125.35","125.35","125.35","125.35","","5.87%"
"09/13/2018","118.40","122.00","122.00","122.00","0.05K","-1.21%"
"09/12/2018","119.85","122.00","122.00","122.00","0.04K","1.87%"
"09/11/2018","117.65","117.65","117.65","117.65","","-0.63%"
"09/10/2018","118.40","121.50","121.50","121.50","0.04K","-0.50%"
"09/06/2018","119.00","121.00","121.55","121.00","0.01K","-2.34%"
"09/05/2018","121.85","121.85","121.85","121.85","","2.61%"
"09/04/2018","118.75","118.75","118.75","118.75","0.00K","-0.38%"
"09/03/2018","119.20","119.50","119.75","118.00","0.03K","0.00%"
"08/31/2018","119.20","119.00","120.95","118.00","0.09K","-0.21%"
"08/30/2018","119.45","119.95","120.00","119.00","0.01K","1.66%"
"08/29/2018","117.50","120.00","125.00","119.00","0.06K","-0.68%"
"08/28/2018","118.30","121.85","121.90","119.25","0.32K","-2.79%"
"08/27/2018","121.70","118.95","122.00","118.95","0.06K","1.42%"
"08/24/2018","120.00","116.25","120.00","116.25","0.11K","3.31%"
"08/23/2018","116.15","116.95","117.75","115.75","0.13K","0.13%"
"08/22/2018","116.00","116.85","116.85","115.30","0.04K","-2.11%"
"08/21/2018","118.50","119.00","119.50","118.15","0.04K","0.81%"
"08/20/2018","117.55","121.55","122.00","117.10","0.16K","-2.77%"
"08/17/2018","120.90","121.35","121.50","120.35","0.12K","-0.45%"
"08/16/2018","121.45","123.50","123.75","121.40","0.12K","-0.45%"
"08/15/2018","122.00","125.90","126.00","122.00","0.16K","-1.41%"
"08/14/2018","123.75","126.70","127.00","125.00","0.05K","-1.28%"
"08/13/2018","125.35","126.50","127.00","123.75","0.11K","-0.91%"
"08/10/2018","126.50","126.65","126.90","125.70","0.12K","0.64%"
"08/09/2018","125.70","126.80","127.00","126.50","0.02K","-0.20%"
"08/08/2018","125.95","127.90","128.50","126.55","0.05K","-1.25%"
"08/07/2018","127.55","128.90","129.90","127.90","0.12K","0.31%"
"08/06/2018","127.15","127.15","128.50","126.55","0.03K","1.03%"
"08/03/2018","125.85","126.40","127.85","125.85","0.05K","1.12%"
"08/02/2018","124.45","127.30","127.90","124.75","0.08K","-1.43%"
"08/01/2018","126.25","128.75","129.05","127.00","0.22K","-1.90%"
"07/31/2018","128.70","130.20","130.20","128.45","0.02K","-1.49%"
"07/30/2018","130.65","130.50","132.50","130.00","0.08K","0.97%"
"07/27/2018","129.40","128.20","129.50","127.75","0.07K","0.94%"
"07/26/2018","128.20","129.95","130.75","128.00","0.10K","-1.50%"
"07/25/2018","130.15","130.80","131.50","129.50","0.06K","0.08%"
"07/24/2018","130.05","131.25","132.60","129.80","0.11K","7.17%"
"07/23/2018","121.35","121.35","121.35","121.35","","0.00%"
"07/20/2018","121.35","121.35","121.35","121.35","","2.15%"
"07/19/2018","118.80","118.80","118.80","118.80","","0.72%"
"07/18/2018","117.95","117.95","117.95","117.95","","-1.21%"
"07/17/2018","119.40","119.40","119.40","119.40","","-1.89%"
"07/16/2018","121.70","121.70","121.70","121.70","","0.41%"
"07/13/2018","121.20","121.20","121.20","121.20","","-1.74%"
"07/12/2018","123.35","123.35","123.35","123.35","","-0.56%"
"07/11/2018","124.05","124.05","124.05","124.05","","-2.82%"
"07/10/2018","127.65","127.65","127.65","127.65","","0.71%"
"07/06/2018","126.75","126.75","126.75","126.75","","5.45%"
"07/05/2018","120.20","120.20","120.20","120.20","","-2.20%"
"07/04/2018","122.90","122.90","122.90","122.90","","0.00%"
"07/03/2018","122.90","122.90","122.90","122.90","","0.57%"
"07/02/2018","122.20","122.20","122.20","122.20","","-3.82%"
"06/29/2018","127.05","127.05","127.05","127.05","","-0.70%"
"06/28/2018","127.95","127.95","127.95","127.95","","-2.18%"
"06/27/2018","130.80","130.80","130.80","130.80","","-0.49%"
"06/26/2018","131.45","131.45","131.45","131.45","","0.65%"
"06/25/2018","130.60","130.60","130.60","130.60","","0.31%"
"06/22/2018","130.20","130.20","130.20","130.20","","1.28%"
"06/21/2018","128.55","128.55","128.55","128.55","","-1.04%"
"06/20/2018","129.90","129.90","129.90","129.90","","-0.46%"
"06/19/2018","130.50","130.50","130.50","130.50","","-0.34%"
"06/18/2018","130.95","130.95","130.95","130.95","","-0.76%"
"06/15/2018","131.95","131.95","131.95","131.95","","-0.53%"
"06/14/2018","132.65","132.65","132.65","132.65","","-0.64%"
"06/13/2018","133.50","133.50","133.50","133.50","","-0.96%"
"06/12/2018","134.80","134.80","134.80","134.80","","0.22%"
"06/11/2018","134.50","134.50","134.50","134.50","","-0.15%"
"06/08/2018","134.70","134.70","134.70","134.70","","1.55%"
"06/07/2018","132.65","132.65","132.65","132.65","","-2.46%"
"06/06/2018","136.00","136.00","136.00","136.00","","-1.16%"
"06/05/2018","137.60","137.60","137.60","137.60","","-1.92%"
"06/04/2018","140.30","140.30","140.30","140.30","","-1.16%"
"06/01/2018","141.95","141.95","141.95","141.95","","2.34%"
"05/30/2018","138.70","138.70","138.70","138.70","","0.04%"
"05/29/2018","138.65","138.65","138.65","138.65","","-0.14%"
"05/28/2018","138.85","138.85","138.85","138.85","","0.00%"
"05/25/2018","138.85","138.85","138.85","138.85","","-0.14%"
"05/24/2018","139.05","139.05","139.05","139.05","","1.16%"
"05/23/2018","137.45","137.45","137.45","137.45","","-2.48%"
"05/22/2018","140.95","140.95","140.95","140.95","","0.61%"
"05/21/2018","140.10","140.10","140.10","140.10","","2.19%"
"05/18/2018","137.10","137.10","137.10","137.10","","0.07%"
"05/17/2018","137.00","137.00","137.00","137.00","","0.59%"
"05/16/2018","136.20","136.20","136.20","136.20","","0.33%"
"05/15/2018","135.75","135.75","135.75","135.75","","-0.73%"
"05/14/2018","136.75","136.75","136.75","136.75","","-1.51%"
"05/11/2018","138.85","138.85","138.85","138.85","","-1.00%"
"05/10/2018","140.25","140.25","140.25","140.25","","0.79%"
"05/09/2018","139.15","139.15","139.15","139.15","","-1.00%"
"05/08/2018","140.55","140.55","140.55","140.55","","-1.54%"
"05/07/2018","142.75","142.75","142.75","142.75","","-2.02%"
"05/04/2018","145.70","145.70","145.70","145.70","","-1.59%"
"05/03/2018","148.05","148.05","148.05","148.05","","0.54%"
"05/02/2018","147.25","147.25","147.25","147.25","","0.86%"
"04/30/2018","146.00","146.00","146.00","146.00","","0.27%"
"04/27/2018","145.60","145.60","145.60","145.60","","2.57%"
"04/26/2018","141.95","141.95","141.95","141.95","","0.71%"
"04/25/2018","140.95","140.95","140.95","140.95","","-1.54%"
"04/24/2018","143.15","143.15","143.15","143.15","","1.42%"
"04/23/2018","141.15","141.15","141.15","141.15","","1.18%"
"04/20/2018","139.50","139.50","139.50","139.50","","1.45%"
"04/19/2018","137.50","137.50","137.50","137.50","","-0.65%"
"04/18/2018","138.40","138.40","138.40","138.40","","1.32%"
"04/17/2018","136.60","136.60","136.60","136.60","","-0.65%"
"04/16/2018","137.50","137.50","137.50","137.50","","-2.86%"
"04/13/2018","141.55","141.55","141.55","141.55","","-0.56%"
"04/12/2018","142.35","142.35","142.35","142.35","","-0.25%"
"04/11/2018","142.70","142.70","142.70","142.70","","0.53%"
"04/10/2018","141.95","141.95","141.95","141.95","","-0.98%"
"04/09/2018","143.35","143.35","143.35","143.35","","1.13%"
"04/06/2018","141.75","141.75","141.75","141.75","","-0.11%"
"04/05/2018","141.90","141.90","141.90","141.90","","0.60%"
"04/04/2018","141.05","141.05","141.05","141.05","","0.28%"
"04/03/2018","140.65","140.65","140.65","140.65","","0.21%"
"04/02/2018","140.35","140.35","140.35","140.35","","-1.65%"
"03/29/2018","142.70","142.70","142.70","142.70","","0.39%"
"03/28/2018","142.15","142.15","142.15","142.15","","-1.11%"
"03/27/2018","143.75","143.75","143.75","143.75","","0.74%"
"03/26/2018","142.70","142.70","142.70","142.70","","0.92%"
"03/23/2018","141.40","141.40","141.40","141.40","","-1.67%"
"03/22/2018","143.80","143.80","143.80","143.80","","3.08%"
"03/21/2018","139.50","139.50","139.50","139.50","","-0.11%"
"03/20/2018","139.65","139.65","139.65","139.65","","-0.36%"
"03/19/2018","140.15","140.15","140.15","140.15","","1.34%"
"03/16/2018","138.30","138.30","138.30","138.30","","-0.68%"
"03/15/2018","139.25","139.25","139.25","139.25","","-2.11%"
"03/14/2018","142.25","142.25","142.25","142.25","","-0.49%"
"03/13/2018","142.95","142.95","142.95","142.95","","2.18%"
"03/12/2018","139.90","139.90","139.90","139.90","","-0.64%"
"03/09/2018","140.80","140.80","140.80","140.80","","-0.14%"
"03/08/2018","141.00","141.00","141.00","141.00","","-0.28%"
"03/07/2018","141.40","141.40","141.40","141.40","","-0.60%"
"03/06/2018","142.25","142.25","142.25","142.25","","0.67%"
"03/05/2018","141.30","141.30","141.30","141.30","","-1.05%"
"03/02/2018","142.80","142.80","142.80","142.80","","-1.92%"
"03/01/2018","145.60","141.50","144.20","141.50","0.06K","1.32%"
"02/28/2018","143.70","139.50","141.50","139.50","0.45K","1.02%"
"02/27/2018","142.25","141.80","141.80","139.85","0.39K","-0.52%"
"02/26/2018","143.00","141.25","143.00","141.25","0.16K","0.67%"
"02/23/2018","142.05","141.45","144.00","141.45","0.31K","-0.14%"
"02/22/2018","142.25","135.95","142.00","135.95","0.44K","2.52%"
"02/21/2018","138.75","140.25","140.50","136.00","0.55K","-2.36%"
"02/20/2018","142.10","140.00","141.85","140.00","0.38K","0.25%"
"02/19/2018","141.75","142.00","142.00","141.00","0.07K","0.00%"
